SHA code,SHA name,PCT code,PCT name,Practice code,Practice name,Deaf and uses sign language - total responses,Yes,No,% Yes,% No
Q32,Yorkshire and the Humber SHA,5H8,Rotherham ,Y02616,THE CHANTRY BRIDGE MEDICAL CENTRE,65,0,65,0%,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84001,STATION ROAD SURGERY,230,0,230,0%,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84002,QUEENS ROAD SURGERY,254,3,251,1%,99%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84003,RYDINGS HALL SURGERY,175,0,175,0%,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84004,HEBDEN BRIDGE GROUP PRACTICE,404,0,404,0%,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84005,ROSEGARTH SURGERY,372,0,372,0%,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84006,TODMORDEN GROUP PRACTICE,337,1,336,*,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84007,BRIG ROYD SURGERY,133,0,133,0%,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84008,THE NORTHOLME PRACTICE,99,0,99,0%,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84009,STAINLAND ROAD MEDICAL CENTRE,289,1,288,*,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84010,KEIGHLEY ROAD SURGERY,403,1,402,*,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84011,CHURCH LANE SURGERY,399,2,397,1%,99%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84012,SPRING HALL GROUP PRACTICE,381,2,379,1%,99%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84013,PLANE TREES GROUP PRACTICE,106,0,106,0%,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84014,RASTRICK HEALTH CENTRE,212,1,211,*,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84016,BANKFIELD SURGERY,213,1,212,*,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84017,BURLEY STREET SURGERY,204,0,204,0%,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84019,HEATH HOUSE SURGERY,147,0,147,0%,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84021,KING CROSS PRACTICE,400,0,400,0%,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84608,CALDER COMMUNITY PRACTICE,9,~,~,~,~
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84610,HORNE STREET SURGERY,173,1,172,1%,99%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84612,LISTER LANE SURGERY,93,0,93,0%,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84613,BEECHWOOD MEDICAL CENTRE,366,1,365,*,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84614,BOOTHTOWN SURGERY,218,0,218,0%,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84615,SOUTHOWRAM SURGERY,189,1,188,1%,99%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84618,CARITAS GROUP PRACTICE,266,0,266,0%,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84623,LONGROYDE SURGERY,108,0,108,0%,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,B84625,NURSERY LANE MEDICAL CENTRE,84,0,84,0%,100%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,Y02572,PARK COMMUNITY PRACTICE,72,2,70,3%,97%
Q32,Yorkshire and the Humber SHA,5J6,Calderdale ,Y02645,CALDERDALE SAFE HAVEN SERVICE,3,~,~,~,~
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85001,GOLDTHORPE MEDICAL CENTRE PMS PRACTICE,378,0,378,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85003,ASHVILLE MEDICAL CENTRE PMS PRACTICE,320,0,320,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85004,PENISTONE GROUP PMS PRACTICE,257,0,257,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85005,ROYSTON GROUP PRACTICE,250,0,250,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85006,DODWORTH ROAD SURGERY,319,1,318,*,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85007,THE DOVE VALLEY PRACTICE,269,0,269,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85008,HOYLAND FIRST PMS PRACTICE,102,1,101,1%,99%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85009,THE KAKOTY PRACTICE,302,3,299,1%,99%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85010,HILL BROW SURGERY PMS PRACTICE,270,2,268,1%,99%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85011,GOLD STREET PRACTICE,304,0,304,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85012,GREAT HOUGHTON PRACTICE,331,1,330,*,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85013,WOMBWELL PMS PRACTICE,207,0,207,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85014,THE ROSE TREE PMS PRACTICE,255,0,255,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85015,ROTHERHAM ROAD MED CENTRE PMS,357,1,356,*,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85016,WOODGROVE SURGERY PMS PRACTICE,263,1,262,*,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85017,PARK GROVE SURGERY,352,0,352,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85018,GRIMETHORPE SURGERY,144,0,144,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85019,PARK GROVE MEDICAL CENTRE,162,0,162,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85020,HUDDERSFIELD ROAD SURGERY,381,0,381,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85021,DR MOHHAMMED ISMAIL KADARS SHA & PTNRS,205,0,205,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85022,SECOND DUKE STREET HEALTH CTR PRACTICE,281,3,278,1%,99%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85023,"DR GJ LEESE, DR SJ CORNELL & DR J DREW",245,1,244,*,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85024,HIGH STREET PRACTICE,368,0,368,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85025,GALTEE MORE PRACTICE,108,0,108,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85026,APOLLO COURT MEDICAL CENTRE,335,0,335,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85028,LUNDWOOD MEDICAL CENTRE PMS PRACTICE,104,0,104,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85030,WOMBWELL MEDICAL CENTRE  PRACTICE,329,1,328,*,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85033,VICTORIA MEDICAL CENTRE PMS PRACTICE,215,2,213,1%,99%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85600,PARK STREET PRACTICE,113,0,113,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85607,FIRST DUKE STREET HEALTH CENTRE PRACTICE,141,0,141,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85609,BRAMPTON HEALTH CENTRE PRACTICE,98,1,97,1%,99%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85614,DARTON HEALTH CENTRE PRACTICE,117,1,116,1%,99%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85617,FURLONG ROAD SURGERY,333,0,333,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85618,HEALTH HORIZONS PMS PRACTICE,253,1,252,*,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85619,ST GEORGE'S MEDICAL CENTRE PMS PRACTICE,366,0,366,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85621,GOLDTHORPE FIRST PMS PRACTICE,266,0,266,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85622,MONK BRETTON HEALTH CENTRE PRACTICE,188,1,187,1%,99%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85623,KINGSWELL SURGERY  PMS PRACTICE,145,0,145,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85624,COPE STREET SURGERY,99,0,99,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85627,BRIERLEY MEDICAL CENTRE,105,0,105,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,C85628,CAXTON HOUSE SURGERY,109,1,108,1%,99%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,Y00411,DEARNE VALLEY GROUP PRACTICE,337,0,337,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,Y02644,HBP SURGERY LUNDWOOD,244,0,244,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,Y02709,NHS BARNSLEY HEALTH CENTRE,132,0,132,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,Y02815,HIGHGATE SURGERY (HILL BROW PARTNERSHIP),70,0,70,0%,100%
Q32,Yorkshire and the Humber SHA,5JE,Barnsley ,Y02850,GOLDTHORPE GREEN SURGERY,24,0,24,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86001,DR ME HAQUE'S PRACTICE,195,0,195,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86002,CITY VIEW MEDICAL PRACTICE,250,1,249,*,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86003,ARMLEY MEDICAL CENTRE,222,0,222,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86004,HIGHFIELD SURGERY,404,0,404,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86005,DR SI MANNING'S PRACTICE,242,2,240,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86006,OULTON MEDICAL CENTRE,303,1,302,*,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86007,WINDMILL HEALTH CENTRE,260,0,260,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86008,THE SURGERY AT NURSERY LANE AND ADEL,357,4,353,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86009,MANSTON SURGERY,189,0,189,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86010,DR SR LIGHTFOOT & PARTNERS,190,0,190,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86011,HILLFOOT SURGERY,228,0,228,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86012,LEEDS CITY MEDICAL PRACTICE,209,2,207,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86013,THE NORTH LEEDS MEDICAL PRACTICE,189,0,189,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86014,ROBIN LANE MEDICAL CENTRE,292,0,292,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86015,MANOR PARK SURGERY,337,3,334,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86016,SHAFTESBURY MEDICAL CTR.,394,0,394,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86017,CRAVEN ROAD MEDICAL PRACTICE,192,2,190,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86018,PUDSEY HEALTH CENTRE,329,2,327,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86019,RUTLAND LODGE MEDICAL CENTRE,359,4,355,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86020,LOFTHOUSE SURGERY,174,1,173,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86022,CHAPELOAK SURGERY,372,1,371,*,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86023,THE AVENUE SURGERY,259,0,259,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86024,PRIORY VIEW MEDICAL CENTRE,351,0,351,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86025,HYDE PARK SURGERY,114,2,112,2%,98%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86026,THE LODGE MEDICAL CENTRE,301,2,299,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86028,DR CA HICKS' PRACTICE,164,1,163,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86029,WESTGATE SURGERY,134,0,134,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86030,BURTON CROFT SURGERY,386,0,386,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86031,WESTFIELD MEDICAL CENTRE,223,0,223,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86032,CHEVIN MEDICAL PRACTICE,369,0,369,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86033,NEW MEDICAL CENTRE,118,0,118,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86034,SPA SURGERY,159,1,158,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86035,THE WHITFIELD PRACTICE,259,0,259,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86036,GIBSON LANE PRACTICE,299,0,299,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86037,RADSHAN MEDICAL CENTRE,107,0,107,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86038,GUISELEY AND YEADON MEDICAL PRACTICE,380,0,380,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86039,ALLERTON MEDICAL CENTRE,377,1,376,*,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86040,DR IWANTSCHAK & PTRS,331,4,327,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86041,VESPER ROAD,354,1,353,*,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86042,LINGWELL CROFT SURGERY,394,2,392,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86043,EAST PARK MEDICAL CENTRE,384,2,382,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86044,NEW CROFT & TINSHILL LANE SURGERIES,252,0,252,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86046,CHARLES STREET SURGERY,132,0,132,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86047,RAWDON SURGERY,157,0,157,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86048,GARFORTH MEDICAL CENTRE,242,0,242,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86049,WOODHOUSE HEALTH CENTRE,180,0,180,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86050,WEST LODGE SURGERY,411,0,411,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86051,YEADON TARN MEDICAL PRACTICE,285,0,285,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86052,PARK ROAD & MENSTON,361,0,361,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86054,THE GARDEN SURGERY,215,0,215,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86055,ASHFIELD MEDICAL CENTRE,329,1,328,*,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86056,SHADWELL MEDICAL CENTRE,336,0,336,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86057,DR RJ ADAMS' PRACTICE,293,1,292,*,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86058,SUNFIELD MEDICAL CENTRE,418,0,418,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86059,MEANWOOD HEALTH CENTRE,253,0,253,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86060,THORNTON MEDICAL CENTRE,335,2,333,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86061,HAREHILLS CORNER SURGERY,232,2,230,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86062,THE MEDICAL CENTRE,224,0,224,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86064,DR JA LOWE'S PRACTICE,272,0,272,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86065,MOOR GRANGE,340,0,340,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86066,THE STREET LANE PRACTICE,391,2,389,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86067,THE DEKEYSER GROUP PRACTICE,270,1,269,*,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86068,ABBEY MEDICAL CENTRE,275,0,275,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86069,BURLEY PARK MEDICAL CENTRE,141,0,141,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86070,THE THAKUR PRACTICE,113,0,113,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86071,DR ASA ROBINSON & PARTNERS,105,0,105,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86074,FIELDHEAD SURGERY,119,1,118,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86075,COLTON MILL MEDICAL CENTRE,253,3,250,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86077,GRANGE MEDICARE - NEW CROSS SURGERY,376,1,375,*,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86081,BELLBROOKE SURGERY,230,0,230,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86086,LAUREL BANK SURGERY,165,1,164,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86089,NOVA SCOTIA MEDICAL CNTR,249,0,249,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86090,WOODLANDS SURGERY,135,2,133,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86092,KIPPAX HALL SURGERY,89,0,89,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86093,PARK EDGE PRACTICE,192,1,191,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86094,THE GABLES SURGERY,372,0,372,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86095,SHAFTON LANE SURGERY,111,3,108,3%,97%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86096,ARTHINGTON MEDICAL CENTRE,185,1,184,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86100,ST MARTINS PRACTICE,193,0,193,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86101,DR PN MEHROTRA'S PRACTICE,262,1,261,*,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86102,THE RICHMOND MEDICAL CTR.,191,1,190,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86103,CONWAY MEDICAL CENTRE,137,1,136,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86104,THE HIGHFIELD MEDICAL CENTRE,354,1,353,*,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86106,FOUNDRY LANE SURGERY,246,1,245,*,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86107,MOORCROFT SURGERY,329,1,328,*,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86108,CHAPELTOWN FAMILY SURGERY,191,1,190,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86109,KIRKSTALL LANE MEDICAL CENTRE,124,0,124,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86110,LEEDS STUDENT MEDICAL PRACTICE,55,0,55,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86623,ASHTON VIEW MEDICAL CTR,169,0,169,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86625,THE SURGERY (WETHERBY),243,0,243,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86633,DR A KHAN & K MUNEER,98,0,98,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86638,THE SURGERY,99,1,98,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86642,DR SA ALI'S PRACTICE,232,0,232,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86643,THE ROUNDHAY ROAD SURGERY,130,1,129,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86648,THE FAMILY DOCTORS,123,0,123,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86651,ONE MEDICARE LLP,181,1,180,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86652,DIXON LANE MEDICAL CENTRE,98,0,98,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86653,LONDESBOURGH HOUSE,101,0,101,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86654,OAKWOOD SURGERY,251,0,251,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86655,BEECH TREE MEDICAL CENTRE,294,1,293,*,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86658,MOORFIELD HOUSE SURGERY,100,0,100,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86666,NEWTON SURGERY,145,1,144,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86667,BEESTON VILLAGE SURGERY,328,1,327,*,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86669,PRIMARY CARE FOR HOMELESS,50,0,50,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86670,WHINMOOR SURGERY,83,1,82,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86672,HAWTHORN SURGERY,289,0,289,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86673,BRAMHAM MEDICAL CENTRE,102,0,102,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86675,LINCOLN GREEN MEDICAL CENTRE,364,2,362,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86678,DR F GUPTA'S PRACTICE,111,0,111,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,B86682,GRANGE MEDICARE - MIDDLETON PARK,302,4,298,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,Y00025,DR HU PAI'S PRACTICE,147,0,147,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,Y00683,GRANGE MEDICARE - SWILLINGTON HP,186,0,186,0%,100%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,Y02002,ONE MEDICARE LLP,132,1,131,1%,99%
Q32,Yorkshire and the Humber SHA,5N1,Leeds ,Y02494,SHAKESPEARE MEDICAL PRACTICE,145,2,143,1%,99%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85001,FOX CLECKHEATON HLTH CTR,168,0,168,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85002,DEARNE VALLEY HEALTH CENTRE,349,0,349,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85004,HALIFAX ROAD SURGERY,155,0,155,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85005,SHEPLEY HEALTH CENTRE,130,0,130,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85006,DR JENNISON & PARTNERS,293,0,293,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85008,BATLEY HEALTH CENTRE SURGERY,243,0,243,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85009,DR CHANDRA & PARTNERS,175,1,174,1%,99%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85010,DALTON SURGERY,296,0,296,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85011,CROFT HOUSE SURGERY,320,1,319,*,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85012,UNDERCLIFFE SURGERY,137,0,137,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85014,BROOKROYD HOUSE,97,0,97,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85015,WELLINGTON HOUSE,336,2,334,1%,99%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85016,MELTHAM ROAD SURGERY,188,0,188,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85018,GROVE HOUSE SURGERY,267,1,266,*,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85019,DOCTOR LANE HEALTH CENTRE,301,1,300,*,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85020,EIGHTLANDS SURGERY,196,1,195,1%,99%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85021,ST JOHN'S HOUSE,290,0,290,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85022,HONLEY SURGERY,245,0,245,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85023,THE ALMONDBURY SURGERY,352,2,350,1%,99%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85024,THE WATERLOO PRACTICE,294,1,293,*,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85025,BLACKBURN RD.MEDICAL CTR.,274,2,272,1%,99%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85026,KIRKBURTON HEALTH CENTRE,192,0,192,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85027,THE LINDLEY GROUP PRACT.,191,1,190,1%,99%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85028,THE GRANGE GROUP PRACTICE,255,2,253,1%,99%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85030,SCRIVINGS CLECKHEATON HLTH CTR,94,0,94,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85031,DR BARNWELL AND PARTNERS,265,0,265,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85032,MELTHAM GROUP PRACTICE,108,0,108,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85033,THE LINDLEY VILLAGE SURG.,209,0,209,0%,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85036,DR BOULTON AND PARTNERS,306,2,304,1%,99%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85037,DR HAMID AND PARTNERS,300,1,299,*,100%
Q32,Yorkshire and the Humber SHA,5N2,Kirklees ,B85038,THE PADDOCK SURGERY,128,0,128,0%,100%
